number,file,label,group,color
310,cuban_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,*,1,Olive
311,cuban_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,*,1,Grey
312,cuban_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,*,1,Red
313,cuban_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,*,1,Blue
314,cuban_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,*,1,Green
315,cuban_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,*,1,Magenta
316,cuban_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris.wav,*,1,Black
317,cuban_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,*,1,Lime
318,cuban_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,*,1,Purple
319,cuban_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,*,1,Teal
320,cuban_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,*,1,Navy
321,cuban_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,*,1,Pink
322,cuban_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,*,1,Maroon
323,cuban_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,*,1,Olive
324,cuban_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,*,1,Grey
325,cuban_statement_filler_Cocinabas-por-la-noche.wav,*,1,Red
326,mexican_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,*,1,Blue
327,mexican_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,*,1,Green
328,mexican_match_declarative-broad-focus_David-leia-el-libro.wav,*,1,Magenta
329,mexican_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,*,1,Black
330,mexican_match_declarative-broad-focus_Manuela-vende-el-carro.wav,*,1,Lime
331,mexican_match_declarative-broad-focus_Maria-bebe-el-vino.wav,*,1,Purple
332,mexican_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,*,1,Teal
333,mexican_match_declarative-broad-focus_Marta-abre-el-regalo.wav,*,1,Navy
334,mexican_match_declarative-narrow-focus_Ana-lleva-el-abrigo.wav,*,1,Pink
335,mexican_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,*,1,Maroon
336,mexican_match_declarative-narrow-focus_David-leia-el-libro.wav,*,1,Olive
337,mexican_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,*,1,Grey
338,mexican_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,*,1,Red
339,mexican_match_declarative-narrow-focus_Maria-bebe-el-vino.wav,*,1,Blue
340,mexican_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,*,1,Green
341,mexican_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,*,1,Magenta
342,mexican_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,*,1,Black
343,mexican_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,*,1,Lime
344,mexican_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,*,1,Purple
345,mexican_match_interrogative-partial-wh_Cuando-vendia-el-carro.wav,*,1,Teal
346,mexican_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,*,1,Navy
347,mexican_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,*,1,Pink
348,mexican_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,*,1,Maroon
349,mexican_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,*,1,Olive
350,mexican_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,*,1,Grey
351,mexican_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,*,1,Red
352,mexican_match_interrogative-total-yn_David-leia-el-libro.wav,*,1,Blue
353,mexican_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,*,1,Green
354,mexican_match_interrogative-total-yn_Manuela-vende-el-carro.wav,*,1,Magenta
355,mexican_match_interrogative-total-yn_Maria-bebe-el-vino.wav,*,1,Black
356,mexican_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,*,1,Lime
357,mexican_match_interrogative-total-yn_Marta-abre-el-regalo.wav,*,1,Purple
358,mexican_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,*,1,Teal
359,mexican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,*,1,Navy
360,mexican_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,*,1,Pink
361,mexican_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,*,1,Maroon
362,mexican_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,*,1,Olive
363,mexican_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,*,1,Grey
364,mexican_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,*,1,Red
365,mexican_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,*,1,Blue
366,mexican_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,*,1,Green
367,mexican_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,*,1,Magenta
368,mexican_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,*,1,Black
369,mexican_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,*,1,Lime
370,mexican_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,*,1,Purple
371,mexican_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,*,1,Teal
372,mexican_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago.wav,*,1,Navy
373,mexican_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,*,1,Pink
374,mexican_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,*,1,Maroon
375,mexican_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,*,1,Olive
376,mexican_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,*,1,Grey
377,mexican_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,*,1,Red
378,mexican_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,*,1,Blue
379,mexican_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,*,1,Green
380,mexican_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,*,1,Magenta
381,mexican_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris.wav,*,1,Black
382,mexican_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,*,1,Lime
383,mexican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,*,1,Purple
384,mexican_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,*,1,Teal
385,mexican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,*,1,Navy
386,mexican_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,*,1,Pink
387,mexican_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,*,1,Maroon
388,mexican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,*,1,Olive
389,mexican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,*,1,Grey
390,mexican_question_filler_Felipe-no-tiene-contrasena.wav,*,1,Red
391,peruvian_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,*,1,Blue
392,peruvian_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,*,1,Green
393,peruvian_match_declarative-broad-focus_David-leia-el-libro.wav,*,1,Magenta
394,peruvian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,*,1,Black
395,peruvian_match_declarative-broad-focus_Manuela-vende-el-carro.wav,*,1,Lime
396,peruvian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,*,1,Purple
397,peruvian_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,*,1,Teal
398,peruvian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,*,1,Navy
399,peruvian_match_declarative-narrow-focus_Ana-lleva-el-abrigo.wav,*,1,Pink
400,peruvian_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,*,1,Maroon
401,peruvian_match_declarative-narrow-focus_David-leia-el-libro.wav,*,1,Olive
402,peruvian_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,*,1,Grey
403,peruvian_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,*,1,Red
404,peruvian_match_declarative-narrow-focus_Maria-bebe-el-vino.wav,*,1,Blue
405,peruvian_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,*,1,Green
406,peruvian_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,*,1,Magenta
407,peruvian_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,*,1,Black
408,peruvian_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,*,1,Lime
409,peruvian_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,*,1,Purple
410,peruvian_match_interrogative-partial-wh_Cuando-vendia-el-carro.wav,*,1,Teal
411,peruvian_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,*,1,Navy
412,peruvian_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,*,1,Pink
413,peruvian_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,*,1,Maroon
414,peruvian_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,*,1,Olive
415,peruvian_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,*,1,Grey
416,peruvian_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,*,1,Red
417,peruvian_match_interrogative-total-yn_David-leia-el-libro.wav,*,1,Blue
418,peruvian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,*,1,Green
419,peruvian_match_interrogative-total-yn_Manuela-vende-el-carro.wav,*,1,Magenta
420,peruvian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,*,1,Black
421,peruvian_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,*,1,Lime
422,peruvian_match_interrogative-total-yn_Marta-abre-el-regalo.wav,*,1,Purple
423,peruvian_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,*,1,Teal
424,peruvian_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,*,1,Navy
425,peruvian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,*,1,Pink
426,peruvian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,*,1,Maroon
427,peruvian_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,*,1,Olive
428,peruvian_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,*,1,Grey
429,peruvian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,*,1,Red
430,peruvian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,*,1,Blue
431,peruvian_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,*,1,Green
432,peruvian_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,*,1,Magenta
433,peruvian_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,*,1,Black
434,peruvian_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,*,1,Lime
435,peruvian_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,*,1,Purple
436,peruvian_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,*,1,Teal
437,peruvian_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago.wav,*,1,Navy
438,peruvian_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,*,1,Pink
439,peruvian_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,*,1,Maroon
440,peruvian_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,*,1,Olive
441,peruvian_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,*,1,Grey
442,peruvian_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,*,1,Red
443,peruvian_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,*,1,Blue
444,peruvian_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,*,1,Green
445,peruvian_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,*,1,Magenta
446,peruvian_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris.wav,*,1,Black
447,peruvian_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,*,1,Lime
448,peruvian_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,*,1,Purple
449,peruvian_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,*,1,Teal
450,peruvian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,*,1,Navy
451,peruvian_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,*,1,Pink
452,peruvian_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,*,1,Maroon
453,peruvian_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,*,1,Olive
454,peruvian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,*,1,Grey
455,peruvian_statement_filler_El-nino-habla-con-su-madre.wav,*,1,Red
456,puertorican_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,*,1,Blue
457,puertorican_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,*,1,Green
458,puertorican_match_declarative-broad-focus_David-leia-el-libro.wav,*,1,Magenta
459,puertorican_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,*,1,Black
460,puertorican_match_declarative-broad-focus_Manuela-vende-el-carro.wav,*,1,Lime
461,puertorican_match_declarative-broad-focus_Maria-bebe-el-vino.wav,*,1,Purple
462,puertorican_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,*,1,Teal
463,puertorican_match_declarative-broad-focus_Marta-abre-el-regalo.wav,*,1,Navy
464,puertorican_match_declarative-narrow-focus_Ana-lleva-el-abrigo.wav,*,1,Pink
465,puertorican_match_declarative-narrow-focus_Daniel-iba-a-Bolivia.wav,*,1,Maroon
466,puertorican_match_declarative-narrow-focus_David-leia-el-libro.wav,*,1,Olive
467,puertorican_match_declarative-narrow-focus_Emilio-ama-la-marcha.wav,*,1,Grey
468,puertorican_match_declarative-narrow-focus_Manuela-vende-el-carro.wav,*,1,Red
469,puertorican_match_declarative-narrow-focus_Maria-bebe-el-vino.wav,*,1,Blue
470,puertorican_match_declarative-narrow-focus_Mariano-habla-del-tiempo.wav,*,1,Green
471,puertorican_match_declarative-narrow-focus_Marta-abre-el-regalo.wav,*,1,Magenta
472,puertorican_match_interrogative-partial-wh_Cuando-bebia-el-vino.wav,*,1,Black
473,puertorican_match_interrogative-partial-wh_Cuando-leia-el-libro.wav,*,1,Lime
474,puertorican_match_interrogative-partial-wh_Cuando-lleva-el-abrigo.wav,*,1,Purple
475,puertorican_match_interrogative-partial-wh_Cuando-vendia-el-carro.wav,*,1,Teal
476,puertorican_match_interrogative-partial-wh_Por-que-abre-el-regalo.wav,*,1,Navy
477,puertorican_match_interrogative-partial-wh_Por-que-ama-la-navidad.wav,*,1,Pink
478,puertorican_match_interrogative-partial-wh_Por-que-hablaba-del-agua.wav,*,1,Maroon
479,puertorican_match_interrogative-partial-wh_Por-que-iba-a-Bolivia.wav,*,1,Olive
480,puertorican_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,*,1,Grey
481,puertorican_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,*,1,Red
482,puertorican_match_interrogative-total-yn_David-leia-el-libro.wav,*,1,Blue
483,puertorican_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,*,1,Green
484,puertorican_match_interrogative-total-yn_Manuela-vende-el-carro.wav,*,1,Magenta
485,puertorican_match_interrogative-total-yn_Maria-bebe-el-vino.wav,*,1,Black
486,puertorican_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,*,1,Lime
487,puertorican_match_interrogative-total-yn_Marta-abre-el-regalo.wav,*,1,Purple
488,puertorican_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,*,1,Teal
489,puertorican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,*,1,Navy
490,puertorican_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,*,1,Pink
491,puertorican_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,*,1,Maroon
492,puertorican_mismatch_declarative-broad-focus_La-nina-lava-el-plato.wav,*,1,Olive
493,puertorican_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta.wav,*,1,Grey
494,puertorican_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,*,1,Red
495,puertorican_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,*,1,Blue
496,puertorican_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien.wav,*,1,Green
497,puertorican_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna.wav,*,1,Magenta
498,puertorican_mismatch_declarative-narrow-focus_El-nino-oye-el-rio.wav,*,1,Black
499,puertorican_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris.wav,*,1,Lime
500,puertorican_mismatch_declarative-narrow-focus_La-nina-lava-el-plato.wav,*,1,Purple
501,puertorican_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta.wav,*,1,Teal
502,puertorican_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago.wav,*,1,Navy
503,puertorican_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia.wav,*,1,Pink
504,puertorican_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta.wav,*,1,Maroon
505,puertorican_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato.wav,*,1,Olive
506,puertorican_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna.wav,*,1,Grey
507,puertorican_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien.wav,*,1,Red
508,puertorican_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia.wav,*,1,Blue
509,puertorican_mismatch_interrogative-partial-wh_Por-que-oia-el-rio.wav,*,1,Green
510,puertorican_mismatch_interrogative-partial-wh_Por-que-venia-del-lago.wav,*,1,Magenta
511,puertorican_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris.wav,*,1,Black
512,puertorican_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien.wav,*,1,Lime
513,puertorican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,*,1,Purple
514,puertorican_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,*,1,Teal
515,puertorican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,*,1,Navy
516,puertorican_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,*,1,Pink
517,puertorican_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,*,1,Maroon
518,puertorican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,*,1,Olive
519,puertorican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,*,1,Grey
520,puertorican_statement_filler_La-nina-pinta-con-su-amiga.wav,*,1,Red
