1.3236 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
200.8268 	EXP 	text_stim_stim_n: autoDraw = True
200.8268 	EXP 	text_stim_sentence_type: autoDraw = True
200.8268 	EXP 	text_stim_condition: autoDraw = True
200.8268 	EXP 	text_stim_prompt: autoDraw = True
200.8552 	EXP 	text_stim_sentence: autoDraw = True
201.7077 	EXP 	New trial (rep=0, index=17): OrderedDict([('stim_n', 17), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿Daniel iba a Bolivia?'), ('color', 'white')])
201.7308 	DATA 	Keypress: right
201.7388 	EXP 	text_stim_stim_n: autoDraw = False
201.7388 	EXP 	text_stim_sentence_type: autoDraw = False
201.7388 	EXP 	text_stim_condition: autoDraw = False
201.7388 	EXP 	text_stim_prompt: autoDraw = False
201.7388 	EXP 	text_stim_sentence: autoDraw = False
201.7388 	EXP 	text_stim_stim_n: text = 17
201.7388 	EXP 	text_stim_sentence_type: text = 'match'
201.7388 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
201.7388 	EXP 	text_stim_prompt: color = 'white (named)'
201.7388 	EXP 	text_stim_prompt: text = ' '
201.7388 	EXP 	text_stim_sentence: text = '¿Daniel iba a Bolivia?'
201.7388 	EXP 	text_stim_stim_n: autoDraw = True
201.7388 	EXP 	text_stim_sentence_type: autoDraw = True
201.7388 	EXP 	text_stim_condition: autoDraw = True
201.7388 	EXP 	text_stim_prompt: autoDraw = True
201.7716 	EXP 	text_stim_sentence: autoDraw = True
204.3097 	EXP 	New trial (rep=0, index=18): OrderedDict([('stim_n', 18), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿David leía el libro?'), ('color', 'white')])
204.3269 	DATA 	Keypress: left
204.3371 	EXP 	text_stim_stim_n: autoDraw = False
204.3371 	EXP 	text_stim_sentence_type: autoDraw = False
204.3371 	EXP 	text_stim_condition: autoDraw = False
204.3371 	EXP 	text_stim_prompt: autoDraw = False
204.3371 	EXP 	text_stim_sentence: autoDraw = False
204.3371 	EXP 	text_stim_stim_n: text = 18
204.3371 	EXP 	text_stim_sentence_type: text = 'match'
204.3371 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
204.3371 	EXP 	text_stim_prompt: color = 'white (named)'
204.3371 	EXP 	text_stim_prompt: text = ' '
204.3371 	EXP 	text_stim_sentence: text = '¿David leía el libro?'
204.3371 	EXP 	text_stim_stim_n: autoDraw = True
204.3371 	EXP 	text_stim_sentence_type: autoDraw = True
204.3371 	EXP 	text_stim_condition: autoDraw = True
204.3371 	EXP 	text_stim_prompt: autoDraw = True
204.3709 	EXP 	text_stim_sentence: autoDraw = True
204.6254 	EXP 	New trial (rep=0, index=19): OrderedDict([('stim_n', 19), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿Emilio ama la marcha?'), ('color', 'white')])
204.6541 	DATA 	Keypress: left
204.6710 	EXP 	text_stim_stim_n: autoDraw = False
204.6710 	EXP 	text_stim_sentence_type: autoDraw = False
204.6710 	EXP 	text_stim_condition: autoDraw = False
204.6710 	EXP 	text_stim_prompt: autoDraw = False
204.6710 	EXP 	text_stim_sentence: autoDraw = False
204.6710 	EXP 	text_stim_stim_n: text = 19
204.6710 	EXP 	text_stim_sentence_type: text = 'match'
204.6710 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
204.6710 	EXP 	text_stim_prompt: color = 'white (named)'
204.6710 	EXP 	text_stim_prompt: text = ' '
204.6710 	EXP 	text_stim_sentence: text = '¿Emilio ama la marcha?'
204.6710 	EXP 	text_stim_stim_n: autoDraw = True
204.6710 	EXP 	text_stim_sentence_type: autoDraw = True
204.6710 	EXP 	text_stim_condition: autoDraw = True
204.6710 	EXP 	text_stim_prompt: autoDraw = True
204.6890 	EXP 	text_stim_sentence: autoDraw = True
205.2656 	EXP 	New trial (rep=0, index=20): OrderedDict([('stim_n', 20), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿Mariano habla del tiempo?'), ('color', 'white')])
205.2788 	DATA 	Keypress: left
205.3059 	EXP 	text_stim_stim_n: autoDraw = False
205.3059 	EXP 	text_stim_sentence_type: autoDraw = False
205.3059 	EXP 	text_stim_condition: autoDraw = False
205.3059 	EXP 	text_stim_prompt: autoDraw = False
205.3059 	EXP 	text_stim_sentence: autoDraw = False
205.3059 	EXP 	text_stim_stim_n: text = 20
205.3059 	EXP 	text_stim_sentence_type: text = 'match'
205.3059 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
205.3059 	EXP 	text_stim_prompt: color = 'white (named)'
205.3059 	EXP 	text_stim_prompt: text = ' '
205.3059 	EXP 	text_stim_sentence: text = '¿Mariano habla del tiempo?'
205.3059 	EXP 	text_stim_stim_n: autoDraw = True
205.3059 	EXP 	text_stim_sentence_type: autoDraw = True
205.3059 	EXP 	text_stim_condition: autoDraw = True
205.3059 	EXP 	text_stim_prompt: autoDraw = True
205.3214 	EXP 	text_stim_sentence: autoDraw = True
205.7580 	EXP 	New trial (rep=0, index=21): OrderedDict([('stim_n', 21), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿Ana lleva el abrigo?'), ('color', 'white')])
205.7758 	DATA 	Keypress: left
205.7872 	EXP 	text_stim_stim_n: autoDraw = False
205.7872 	EXP 	text_stim_sentence_type: autoDraw = False
205.7872 	EXP 	text_stim_condition: autoDraw = False
205.7872 	EXP 	text_stim_prompt: autoDraw = False
205.7872 	EXP 	text_stim_sentence: autoDraw = False
205.7872 	EXP 	text_stim_stim_n: text = 21
205.7872 	EXP 	text_stim_sentence_type: text = 'match'
205.7872 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
205.7872 	EXP 	text_stim_prompt: color = 'white (named)'
205.7872 	EXP 	text_stim_prompt: text = ' '
205.7872 	EXP 	text_stim_sentence: text = '¿Ana lleva el abrigo?'
205.7872 	EXP 	text_stim_stim_n: autoDraw = True
205.7872 	EXP 	text_stim_sentence_type: autoDraw = True
205.7872 	EXP 	text_stim_condition: autoDraw = True
205.7872 	EXP 	text_stim_prompt: autoDraw = True
205.8210 	EXP 	text_stim_sentence: autoDraw = True
205.9935 	EXP 	New trial (rep=0, index=22): OrderedDict([('stim_n', 22), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿María bebe el vino?'), ('color', 'white')])
206.0082 	DATA 	Keypress: left
206.0217 	EXP 	text_stim_stim_n: autoDraw = False
206.0217 	EXP 	text_stim_sentence_type: autoDraw = False
206.0217 	EXP 	text_stim_condition: autoDraw = False
206.0217 	EXP 	text_stim_prompt: autoDraw = False
206.0217 	EXP 	text_stim_sentence: autoDraw = False
206.0217 	EXP 	text_stim_stim_n: text = 22
206.0217 	EXP 	text_stim_sentence_type: text = 'match'
206.0217 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
206.0217 	EXP 	text_stim_prompt: color = 'white (named)'
206.0217 	EXP 	text_stim_prompt: text = ' '
206.0217 	EXP 	text_stim_sentence: text = '¿María bebe el vino?'
206.0217 	EXP 	text_stim_stim_n: autoDraw = True
206.0217 	EXP 	text_stim_sentence_type: autoDraw = True
206.0217 	EXP 	text_stim_condition: autoDraw = True
206.0217 	EXP 	text_stim_prompt: autoDraw = True
206.0574 	EXP 	text_stim_sentence: autoDraw = True
206.2746 	EXP 	New trial (rep=0, index=23): OrderedDict([('stim_n', 23), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿Marta abre el regalo?'), ('color', 'white')])
206.2879 	DATA 	Keypress: left
206.3052 	EXP 	text_stim_stim_n: autoDraw = False
206.3052 	EXP 	text_stim_sentence_type: autoDraw = False
206.3052 	EXP 	text_stim_condition: autoDraw = False
206.3052 	EXP 	text_stim_prompt: autoDraw = False
206.3052 	EXP 	text_stim_sentence: autoDraw = False
206.3052 	EXP 	text_stim_stim_n: text = 23
206.3052 	EXP 	text_stim_sentence_type: text = 'match'
206.3052 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
206.3052 	EXP 	text_stim_prompt: color = 'white (named)'
206.3052 	EXP 	text_stim_prompt: text = ' '
206.3052 	EXP 	text_stim_sentence: text = '¿Marta abre el regalo?'
206.3052 	EXP 	text_stim_stim_n: autoDraw = True
206.3052 	EXP 	text_stim_sentence_type: autoDraw = True
206.3052 	EXP 	text_stim_condition: autoDraw = True
206.3052 	EXP 	text_stim_prompt: autoDraw = True
206.3370 	EXP 	text_stim_sentence: autoDraw = True
206.6627 	EXP 	New trial (rep=0, index=24): OrderedDict([('stim_n', 24), ('sentence_type', 'match'), ('condition', 'interrogative_total_yn'), ('prompt', ' '), ('sentence', '¿Manuela vende el carro?'), ('color', 'white')])
206.6761 	DATA 	Keypress: left
206.6883 	EXP 	text_stim_stim_n: autoDraw = False
206.6883 	EXP 	text_stim_sentence_type: autoDraw = False
206.6883 	EXP 	text_stim_condition: autoDraw = False
206.6883 	EXP 	text_stim_prompt: autoDraw = False
206.6883 	EXP 	text_stim_sentence: autoDraw = False
206.6883 	EXP 	text_stim_stim_n: text = 24
206.6883 	EXP 	text_stim_sentence_type: text = 'match'
206.6883 	EXP 	text_stim_condition: text = 'interrogative_total_yn'
206.6883 	EXP 	text_stim_prompt: color = 'white (named)'
206.6883 	EXP 	text_stim_prompt: text = ' '
206.6883 	EXP 	text_stim_sentence: text = '¿Manuela vende el carro?'
206.6883 	EXP 	text_stim_stim_n: autoDraw = True
206.6883 	EXP 	text_stim_sentence_type: autoDraw = True
206.6883 	EXP 	text_stim_condition: autoDraw = True
206.6883 	EXP 	text_stim_prompt: autoDraw = True
206.7331 	EXP 	text_stim_sentence: autoDraw = True
207.0105 	EXP 	New trial (rep=0, index=25): OrderedDict([('stim_n', 25), ('sentence_type', 'match'), ('condition', 'interrogative_partial_wh'), ('prompt', ' '), ('sentence', '¿Por qué iba a Bolivia?'), ('color', 'white')])
207.0385 	DATA 	Keypress: left
207.0549 	EXP 	text_stim_stim_n: autoDraw = False
207.0549 	EXP 	text_stim_sentence_type: autoDraw = False
207.0549 	EXP 	text_stim_condition: autoDraw = False
207.0549 	EXP 	text_stim_prompt: autoDraw = False
207.0549 	EXP 	text_stim_sentence: autoDraw = False
207.0549 	EXP 	text_stim_stim_n: text = 25
207.0549 	EXP 	text_stim_sentence_type: text = 'match'
207.0549 	EXP 	text_stim_condition: text = 'interrogative_partial_wh'
207.0549 	EXP 	text_stim_prompt: color = 'white (named)'
207.0549 	EXP 	text_stim_prompt: text = ' '
207.0549 	EXP 	text_stim_sentence: text = '¿Por qué iba a Bolivia?'
207.0549 	EXP 	text_stim_stim_n: autoDraw = True
207.0549 	EXP 	text_stim_sentence_type: autoDraw = True
207.0549 	EXP 	text_stim_condition: autoDraw = True
207.0549 	EXP 	text_stim_prompt: autoDraw = True
207.0754 	EXP 	text_stim_sentence: autoDraw = True
207.6330 	EXP 	New trial (rep=0, index=26): OrderedDict([('stim_n', 26), ('sentence_type', 'match'), ('condition', 'interrogative_partial_wh'), ('prompt', ' '), ('sentence', '¿Cuándo leía el libro?'), ('color', 'white')])
207.6715 	DATA 	Keypress: left
207.6898 	EXP 	text_stim_stim_n: autoDraw = False
207.6898 	EXP 	text_stim_sentence_type: autoDraw = False
207.6898 	EXP 	text_stim_condition: autoDraw = False
207.6898 	EXP 	text_stim_prompt: autoDraw = False
207.6898 	EXP 	text_stim_sentence: autoDraw = False
207.6898 	EXP 	text_stim_stim_n: text = 26
207.6898 	EXP 	text_stim_sentence_type: text = 'match'
207.6898 	EXP 	text_stim_condition: text = 'interrogative_partial_wh'
207.6898 	EXP 	text_stim_prompt: color = 'white (named)'
207.6898 	EXP 	text_stim_prompt: text = ' '
207.6898 	EXP 	text_stim_sentence: text = '¿Cuándo leía el libro?'
207.6898 	EXP 	text_stim_stim_n: autoDraw = True
207.6898 	EXP 	text_stim_sentence_type: autoDraw = True
207.6898 	EXP 	text_stim_condition: autoDraw = True
207.6898 	EXP 	text_stim_prompt: autoDraw = True
207.7058 	EXP 	text_stim_sentence: autoDraw = True
208.0588 	EXP 	New trial (rep=0, index=27): OrderedDict([('stim_n', 27), ('sentence_type', 'match'), ('condition', 'interrogative_partial_wh'), ('prompt', ' '), ('sentence', '¿Por qué ama la navidad?'), ('color', 'white')])
208.0706 	DATA 	Keypress: left
208.0893 	EXP 	text_stim_stim_n: autoDraw = False
208.0893 	EXP 	text_stim_sentence_type: autoDraw = False
208.0893 	EXP 	text_stim_condition: autoDraw = False
208.0893 	EXP 	text_stim_prompt: autoDraw = False
208.0893 	EXP 	text_stim_sentence: autoDraw = False
208.0893 	EXP 	text_stim_stim_n: text = 27
208.0893 	EXP 	text_stim_sentence_type: text = 'match'
208.0893 	EXP 	text_stim_condition: text = 'interrogative_partial_wh'
208.0893 	EXP 	text_stim_prompt: color = 'white (named)'
208.0893 	EXP 	text_stim_prompt: text = ' '
208.0893 	EXP 	text_stim_sentence: text = '¿Por qué ama la navidad?'
208.0893 	EXP 	text_stim_stim_n: autoDraw = True
208.0893 	EXP 	text_stim_sentence_type: autoDraw = True
208.0893 	EXP 	text_stim_condition: autoDraw = True
208.0893 	EXP 	text_stim_prompt: autoDraw = True
208.1215 	EXP 	text_stim_sentence: autoDraw = True
208.5113 	EXP 	New trial (rep=0, index=28): OrderedDict([('stim_n', 28), ('sentence_type', 'match'), ('condition', 'interrogative_partial_wh'), ('prompt', ' '), ('sentence', '¿Por qué hablaba del agua?'), ('color', 'white')])
208.5382 	DATA 	Keypress: left
208.5545 	EXP 	text_stim_stim_n: autoDraw = False
208.5545 	EXP 	text_stim_sentence_type: autoDraw = False
208.5545 	EXP 	text_stim_condition: autoDraw = False
208.5545 	EXP 	text_stim_prompt: autoDraw = False
208.5545 	EXP 	text_stim_sentence: autoDraw = False
208.5545 	EXP 	text_stim_stim_n: text = 28
208.5545 	EXP 	text_stim_sentence_type: text = 'match'
208.5545 	EXP 	text_stim_condition: text = 'interrogative_partial_wh'
208.5545 	EXP 	text_stim_prompt: color = 'white (named)'
208.5545 	EXP 	text_stim_prompt: text = ' '
208.5545 	EXP 	text_stim_sentence: text = '¿Por qué hablaba del agua?'
208.5545 	EXP 	text_stim_stim_n: autoDraw = True
208.5545 	EXP 	text_stim_sentence_type: autoDraw = True
208.5545 	EXP 	text_stim_condition: autoDraw = True
208.5545 	EXP 	text_stim_prompt: autoDraw = True
208.5883 	EXP 	text_stim_sentence: autoDraw = True
215.3793 	DATA 	Keypress: escape
215.4680 	EXP 	window1: mouseVisible = True
215.4682 	DEBUG 	Saving data for text_stim_for_audio ExperimentHandler
215.4733 	INFO 	saved data to /Users/lfa/Desktop/empathy_intonation_perc/exp/stim/data/spain_text_stim_for_audio_2020_Nov_24_1047.psydat
215.4749 	INFO 	saved data to '/Users/lfa/Desktop/empathy_intonation_perc/exp/stim/data/spain_text_stim_for_audio_2020_Nov_24_1047.csv'
